,function,msg,str_title,time
0,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '', 'LimitPrice': 3512.0, 'InstallID': 1, 'VolumeTotal': 71, 'OrderLocalID': '        2098', 'ExchangeInstID': 'rb1705', 'ZCETotalTradedVolume': 0, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 0, 'RequestID': 70, 'ContingentCondition': '1', 'VolumeTotalOriginal': 71, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '9999cac', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': 'a', 'BrokerOrderSeq': 4056, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 0, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '1', 'TraderID': '9999cac', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:38', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'rb1705', 'TradingDay': '20170223', 'ExchangeID': 'SHFE'}",报单回调,2017/2/22 21:25
1,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '        3823', 'LimitPrice': 3512.0, 'InstallID': 1, 'VolumeTotal': 71, 'OrderLocalID': '        2098', 'ExchangeInstID': 'rb1705', 'ZCETotalTradedVolume': 0, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 3705, 'RequestID': 70, 'ContingentCondition': '1', 'VolumeTotalOriginal': 71, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '9999cac', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': 'a', 'BrokerOrderSeq': 4056, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 0, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '1', 'TraderID': '9999cac', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:38', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'rb1705', 'TradingDay': '20170223', 'ExchangeID': 'SHFE'}",报单回调,2017/2/22 21:25
2,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '        3823', 'LimitPrice': 3512.0, 'InstallID': 1, 'VolumeTotal': 0, 'OrderLocalID': '        2098', 'ExchangeInstID': 'rb1705', 'ZCETotalTradedVolume': 0, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '全部成交报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 3705, 'RequestID': 70, 'ContingentCondition': '1', 'VolumeTotalOriginal': 71, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '9999cac', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': '0', 'BrokerOrderSeq': 4056, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 71, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '1', 'TraderID': '9999cac', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:38', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'rb1705', 'TradingDay': '20170223', 'ExchangeID': 'SHFE'}",报单回调,2017/2/22 21:25
3,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '', 'LimitPrice': 2920.0, 'InstallID': 1, 'VolumeTotal': 1, 'OrderLocalID': '        1707', 'ExchangeInstID': 'm1705', 'ZCETotalTradedVolume': 0, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 0, 'RequestID': 72, 'ContingentCondition': '1', 'VolumeTotalOriginal': 1, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '9999caf', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': 'a', 'BrokerOrderSeq': 4058, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 0, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '2', 'TraderID': '9999caf', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:38', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'm1705', 'TradingDay': '20170223', 'ExchangeID': 'DCE'}",报单回调,2017/2/22 21:25
4,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '        3825', 'LimitPrice': 2920.0, 'InstallID': 1, 'VolumeTotal': 1, 'OrderLocalID': '        1707', 'ExchangeInstID': 'm1705', 'ZCETotalTradedVolume': 0, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 2619, 'RequestID': 72, 'ContingentCondition': '1', 'VolumeTotalOriginal': 1, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': 'a', 'BrokerOrderSeq': 4058, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 0, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '2', 'TraderID': '9999caf', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:38', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'm1705', 'TradingDay': '20170223', 'ExchangeID': 'DCE'}",报单回调,2017/2/22 21:25
5,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '        3825', 'LimitPrice': 2920.0, 'InstallID': 1, 'VolumeTotal': 0, 'OrderLocalID': '        1707', 'ExchangeInstID': 'm1705', 'ZCETotalTradedVolume': 0, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '全部成交报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 2619, 'RequestID': 72, 'ContingentCondition': '1', 'VolumeTotalOriginal': 1, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': '0', 'BrokerOrderSeq': 4058, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 1, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '2', 'TraderID': '9999caf', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:38', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'm1705', 'TradingDay': '20170223', 'ExchangeID': 'DCE'}",报单回调,2017/2/22 21:25
6,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '', 'LimitPrice': 6877.0, 'InstallID': 1, 'VolumeTotal': 1, 'OrderLocalID': '         869', 'ExchangeInstID': 'SR705', 'ZCETotalTradedVolume': 0, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 0, 'RequestID': 74, 'ContingentCondition': '1', 'VolumeTotalOriginal': 1, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '9999cae', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': 'a', 'BrokerOrderSeq': 4061, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 0, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '3', 'TraderID': '9999cae', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:39', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'SR705', 'TradingDay': '20170223', 'ExchangeID': 'CZCE'}",报单回调,2017/2/22 21:25
7,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '        3828', 'LimitPrice': 6877.0, 'InstallID': 1, 'VolumeTotal': 1, 'OrderLocalID': '         869', 'ExchangeInstID': 'SR705', 'ZCETotalTradedVolume': 1, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 1494, 'RequestID': 74, 'ContingentCondition': '1', 'VolumeTotalOriginal': 1, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '9999cae', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': 'a', 'BrokerOrderSeq': 4061, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 0, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '3', 'TraderID': '9999cae', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:39', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'SR705', 'TradingDay': '20170223', 'ExchangeID': 'CZCE'}",报单回调,2017/2/22 21:25
8,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '        3828', 'LimitPrice': 6877.0, 'InstallID': 1, 'VolumeTotal': 0, 'OrderLocalID': '         869', 'ExchangeInstID': 'SR705', 'ZCETotalTradedVolume': 1, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '全部成交报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '1', 'SequenceNo': 1494, 'RequestID': 74, 'ContingentCondition': '1', 'VolumeTotalOriginal': 1, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '9999cae', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': '0', 'BrokerOrderSeq': 4061, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 1, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '1', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '3', 'TraderID': '9999cae', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:04:39', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'SR705', 'TradingDay': '20170223', 'ExchangeID': 'CZCE'}",报单回调,2017/2/22 21:25
9,OnRtnOrder,"{'InvestorID': '078681', 'OrderSysID': '', 'LimitPrice': 3170.0, 'InstallID': 1, 'VolumeTotal': 1, 'OrderLocalID': '        4832', 'ExchangeInstID': 'rb1710', 'ZCETotalTradedVolume': 0, 'ClearingPartID': '', 'ParticipantID': '9999', 'IsAutoSuspend': 0, 'BrokerID': '9999', 'BranchID': '', 'ActiveUserID': '', 'FrontID': 1, 'UserID': '078681', 'OrderType': '0', 'SessionID': -1978248746, 'StatusMsg': '报单已提交', 'IsSwapOrder': 0, 'MinVolume': 0, 'InvestUnitID': '', 'ActiveTime': '', 'StopPrice': 0.0, 'Direction': '0', 'SequenceNo': 0, 'RequestID': 110, 'ContingentCondition': '1', 'VolumeTotalOriginal': 1, 'TimeCondition': '3', 'UserProductInfo': 'Q7 178', 'BusinessUnit': '9999cac', 'ActiveTraderID': '', 'AccountID': '', 'GTDDate': '', 'NotifySequence': 0, 'UpdateTime': '', 'OrderStatus': 'a', 'BrokerOrderSeq': 7577, 'CancelTime': '', 'ClientID': '9999078661', 'VolumeTraded': 0, 'UserForceClose': 0, 'RelativeOrderSysID': '', 'OrderSource': '0', 'MacAddress': '', 'CurrencyID': '', 'CombOffsetFlag': '0', 'InsertDate': '20170222', 'ForceCloseReason': '0', 'OrderSubmitStatus': '0', 'OrderRef': '4', 'TraderID': '9999cac', 'CombHedgeFlag': '1', 'VolumeCondition': '1', 'SuspendTime': '', 'OrderPriceType': '2', 'InsertTime': '21:13:19', 'IPAddress': '', 'SettlementID': 1, 'InstrumentID': 'rb1710', 'TradingDay': '20170223', 'ExchangeID': 'SHFE'}",报单回调,2017/2/22 21:25
