,AccountID,ActiveTime,ActiveTraderID,ActiveUserID,BranchID,BrokerID,BrokerOrderSeq,BusinessUnit,CancelTime,ClearingPartID,ClientID,CombHedgeFlag,CombOffsetFlag,ContingentCondition,CurrencyID,Direction,ExchangeID,ExchangeInstID,ForceCloseReason,FrontID,GTDDate,IPAddress,InsertDate,InsertTime,InstallID,InstrumentID,InvestUnitID,InvestorID,IsAutoSuspend,IsSwapOrder,LimitPrice,MacAddress,MinVolume,NotifySequence,OperatorID,OrderLocalID,OrderPriceType,OrderRef,OrderSource,OrderStatus,OrderSubmitStatus,OrderSysID,OrderType,ParticipantID,ReceiveLocalTime,RelativeOrderSysID,RequestID,SequenceNo,SessionID,SettlementID,StatusMsg,StopPrice,StrategyID,SuspendTime,TimeCondition,TraderID,TradingDay,UpdateTime,UserForceClose,UserID,UserProductInfo,VolumeCondition,VolumeTotal,VolumeTotalOriginal,VolumeTraded,ZCETotalTradedVolume
0,,,,,,9999,310806.0,9999cac,,,9999083829,1,0,1,,0,SHFE,cu1705,0,1.0,,,20170421,11:03:51,1.0,cu1705,,083849,0.0,0.0,45700.0,,1.0,0.0,1601,      276565,2,100003382501,0,a,0,,0,9999,2017-04-21 14:00:39 100924,,0.0,0.0,1978666663.0,1.0,报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,1.0,1.0,0.0,0.0
1,,,,,,9999,310806.0,9999cac,,,9999083829,1,0,1,,0,SHFE,cu1705,0,1.0,,,20170421,11:03:52,1.0,cu1705,,083849,0.0,0.0,45700.0,,1.0,0.0,1601,      276565,2,100003382501,0,a,0,      157728,0,9999,2017-04-21 14:00:39 100924,,0.0,253232.0,1978666663.0,1.0,报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,1.0,1.0,0.0,0.0
2,,,,,,9999,310806.0,9999cac,,,9999083829,1,0,1,,0,SHFE,cu1705,0,1.0,,,20170421,11:03:52,1.0,cu1705,,083849,0.0,0.0,45700.0,,1.0,0.0,1601,      276565,2,100003382501,0,0,0,      157728,0,9999,2017-04-21 14:00:39 101914,,0.0,253232.0,1978666663.0,1.0,全部成交报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,0.0,1.0,1.0,0.0
3,,,,,,9999,310807.0,9999cac,,,9999083829,1,0,1,,1,SHFE,cu1706,0,1.0,,,20170421,11:03:51,1.0,cu1706,,083849,0.0,0.0,45760.0,,1.0,0.0,1601,      276566,2,100003382601,0,a,0,,0,9999,2017-04-21 14:00:39 101914,,0.0,0.0,1978666663.0,1.0,报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,1.0,1.0,0.0,0.0
4,,,,,,9999,310807.0,9999cac,,,9999083829,1,0,1,,1,SHFE,cu1706,0,1.0,,,20170421,11:03:52,1.0,cu1706,,083849,0.0,0.0,45760.0,,1.0,0.0,1601,      276566,2,100003382601,0,a,0,      157729,0,9999,2017-04-21 14:00:39 101914,,0.0,253234.0,1978666663.0,1.0,报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,1.0,1.0,0.0,0.0
5,,,,,,9999,310807.0,9999cac,,,9999083829,1,0,1,,1,SHFE,cu1706,0,1.0,,,20170421,11:03:52,1.0,cu1706,,083849,0.0,0.0,45760.0,,1.0,0.0,1601,      276566,2,100003382601,0,0,0,      157729,0,9999,2017-04-21 14:00:39 101914,,0.0,253234.0,1978666663.0,1.0,全部成交报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,0.0,1.0,1.0,0.0
6,,,,,,9999,310810.0,9999cac,,,9999083829,1,0,1,,0,SHFE,cu1705,0,1.0,,,20170421,11:03:52,1.0,cu1705,,083849,0.0,0.0,45700.0,,1.0,0.0,1601,      276568,2,100003382701,0,a,0,,0,9999,2017-04-21 14:00:39 101914,,0.0,0.0,1978666663.0,1.0,报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,1.0,1.0,0.0,0.0
7,,,,,,9999,310810.0,9999cac,,,9999083829,1,0,1,,0,SHFE,cu1705,0,1.0,,,20170421,11:03:52,1.0,cu1705,,083849,0.0,0.0,45700.0,,1.0,0.0,1601,      276568,2,100003382701,0,a,0,      157730,0,9999,2017-04-21 14:00:39 102916,,0.0,253237.0,1978666663.0,1.0,报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,1.0,1.0,0.0,0.0
8,,,,,,9999,310810.0,9999cac,,,9999083829,1,0,1,,0,SHFE,cu1705,0,1.0,,,20170421,11:03:52,1.0,cu1705,,083849,0.0,0.0,45700.0,,1.0,0.0,1601,      276568,2,100003382701,0,0,0,      157730,0,9999,2017-04-21 14:00:39 102916,,0.0,253237.0,1978666663.0,1.0,全部成交报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,0.0,1.0,1.0,0.0
9,,,,,,9999,310814.0,9999cac,,,9999083829,1,0,1,,1,SHFE,cu1706,0,1.0,,,20170421,11:03:52,1.0,cu1706,,083849,0.0,0.0,45760.0,,1.0,0.0,1601,      276571,2,100003382801,0,a,0,,0,9999,2017-04-21 14:00:39 102916,,0.0,0.0,1978666663.0,1.0,报单已提交,0.0,01,,3,9999cac,20170421,,0.0,083849,,1,1.0,1.0,0.0,0.0
