,function,msg,str_title,time
0,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '9999cac', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'rb1705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:38', 'SessionID': -1978248746, 'OrderRef': '1', 'SequenceNo': 0, 'ExchangeID': 'SHFE', 'InstallID': 1, 'BrokerOrderSeq': 4056, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 3512.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 0, 'ExchangeInstID': 'rb1705', 'OrderStatus': 'a', 'BrokerID': '9999', 'VolumeTotal': 71, 'RequestID': 70, 'UpdateTime': '', 'VolumeTotalOriginal': 71, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '        2098', 'OrderType': '0', 'OrderSysID': '', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999cac', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 0}",报单回调,2017-02-22 21:52:17
1,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '9999cac', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'rb1705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:38', 'SessionID': -1978248746, 'OrderRef': '1', 'SequenceNo': 3705, 'ExchangeID': 'SHFE', 'InstallID': 1, 'BrokerOrderSeq': 4056, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 3512.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 0, 'ExchangeInstID': 'rb1705', 'OrderStatus': 'a', 'BrokerID': '9999', 'VolumeTotal': 71, 'RequestID': 70, 'UpdateTime': '', 'VolumeTotalOriginal': 71, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '        2098', 'OrderType': '0', 'OrderSysID': '        3823', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999cac', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 0}",报单回调,2017-02-22 21:52:17
2,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '9999cac', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'rb1705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '全部成交报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:38', 'SessionID': -1978248746, 'OrderRef': '1', 'SequenceNo': 3705, 'ExchangeID': 'SHFE', 'InstallID': 1, 'BrokerOrderSeq': 4056, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 3512.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 0, 'ExchangeInstID': 'rb1705', 'OrderStatus': '0', 'BrokerID': '9999', 'VolumeTotal': 0, 'RequestID': 70, 'UpdateTime': '', 'VolumeTotalOriginal': 71, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '        2098', 'OrderType': '0', 'OrderSysID': '        3823', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999cac', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 71}",报单回调,2017-02-22 21:52:17
3,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '9999caf', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'm1705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:38', 'SessionID': -1978248746, 'OrderRef': '2', 'SequenceNo': 0, 'ExchangeID': 'DCE', 'InstallID': 1, 'BrokerOrderSeq': 4058, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 2920.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 0, 'ExchangeInstID': 'm1705', 'OrderStatus': 'a', 'BrokerID': '9999', 'VolumeTotal': 1, 'RequestID': 72, 'UpdateTime': '', 'VolumeTotalOriginal': 1, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '        1707', 'OrderType': '0', 'OrderSysID': '', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999caf', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 0}",报单回调,2017-02-22 21:52:17
4,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'm1705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:38', 'SessionID': -1978248746, 'OrderRef': '2', 'SequenceNo': 2619, 'ExchangeID': 'DCE', 'InstallID': 1, 'BrokerOrderSeq': 4058, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 2920.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 0, 'ExchangeInstID': 'm1705', 'OrderStatus': 'a', 'BrokerID': '9999', 'VolumeTotal': 1, 'RequestID': 72, 'UpdateTime': '', 'VolumeTotalOriginal': 1, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '        1707', 'OrderType': '0', 'OrderSysID': '        3825', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999caf', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 0}",报单回调,2017-02-22 21:52:17
5,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'm1705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '全部成交报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:38', 'SessionID': -1978248746, 'OrderRef': '2', 'SequenceNo': 2619, 'ExchangeID': 'DCE', 'InstallID': 1, 'BrokerOrderSeq': 4058, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 2920.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 0, 'ExchangeInstID': 'm1705', 'OrderStatus': '0', 'BrokerID': '9999', 'VolumeTotal': 0, 'RequestID': 72, 'UpdateTime': '', 'VolumeTotalOriginal': 1, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '        1707', 'OrderType': '0', 'OrderSysID': '        3825', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999caf', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 1}",报单回调,2017-02-22 21:52:17
6,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '9999cae', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'SR705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:39', 'SessionID': -1978248746, 'OrderRef': '3', 'SequenceNo': 0, 'ExchangeID': 'CZCE', 'InstallID': 1, 'BrokerOrderSeq': 4061, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 6877.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 0, 'ExchangeInstID': 'SR705', 'OrderStatus': 'a', 'BrokerID': '9999', 'VolumeTotal': 1, 'RequestID': 74, 'UpdateTime': '', 'VolumeTotalOriginal': 1, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '         869', 'OrderType': '0', 'OrderSysID': '', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999cae', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 0}",报单回调,2017-02-22 21:52:17
7,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '9999cae', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'SR705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:39', 'SessionID': -1978248746, 'OrderRef': '3', 'SequenceNo': 1494, 'ExchangeID': 'CZCE', 'InstallID': 1, 'BrokerOrderSeq': 4061, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 6877.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 1, 'ExchangeInstID': 'SR705', 'OrderStatus': 'a', 'BrokerID': '9999', 'VolumeTotal': 1, 'RequestID': 74, 'UpdateTime': '', 'VolumeTotalOriginal': 1, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '         869', 'OrderType': '0', 'OrderSysID': '        3828', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999cae', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 0}",报单回调,2017-02-22 21:52:17
8,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '9999cae', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'SR705', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '全部成交报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:04:39', 'SessionID': -1978248746, 'OrderRef': '3', 'SequenceNo': 1494, 'ExchangeID': 'CZCE', 'InstallID': 1, 'BrokerOrderSeq': 4061, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 6877.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '1', 'CombOffsetFlag': '1', 'ZCETotalTradedVolume': 1, 'ExchangeInstID': 'SR705', 'OrderStatus': '0', 'BrokerID': '9999', 'VolumeTotal': 0, 'RequestID': 74, 'UpdateTime': '', 'VolumeTotalOriginal': 1, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '         869', 'OrderType': '0', 'OrderSysID': '        3828', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999cae', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 1}",报单回调,2017-02-22 21:52:17
9,OnRtnOrder,"{'InvestUnitID': '', 'BusinessUnit': '9999cac', 'InvestorID': '078681', 'IsAutoSuspend': 0, 'IPAddress': '', 'InstrumentID': 'rb1710', 'OrderSource': '0', 'ActiveTraderID': '', 'StopPrice': 0.0, 'StatusMsg': '报单已提交', 'UserProductInfo': 'Q7 178', 'FrontID': 1, 'BranchID': '', 'InsertTime': '21:13:19', 'SessionID': -1978248746, 'OrderRef': '4', 'SequenceNo': 0, 'ExchangeID': 'SHFE', 'InstallID': 1, 'BrokerOrderSeq': 7577, 'ForceCloseReason': '0', 'RelativeOrderSysID': '', 'LimitPrice': 3170.0, 'ContingentCondition': '1', 'AccountID': '', 'Direction': '0', 'CombOffsetFlag': '0', 'ZCETotalTradedVolume': 0, 'ExchangeInstID': 'rb1710', 'OrderStatus': 'a', 'BrokerID': '9999', 'VolumeTotal': 1, 'RequestID': 110, 'UpdateTime': '', 'VolumeTotalOriginal': 1, 'SuspendTime': '', 'TimeCondition': '3', 'CombHedgeFlag': '1', 'CurrencyID': '', 'NotifySequence': 0, 'MinVolume': 0, 'OrderPriceType': '2', 'InsertDate': '20170222', 'ClientID': '9999078661', 'ActiveTime': '', 'OrderLocalID': '        4832', 'OrderType': '0', 'OrderSysID': '', 'OrderSubmitStatus': '0', 'UserID': '078681', 'ClearingPartID': '', 'IsSwapOrder': 0, 'UserForceClose': 0, 'GTDDate': '', 'TradingDay': '20170223', 'TraderID': '9999cac', 'SettlementID': 1, 'VolumeCondition': '1', 'ActiveUserID': '', 'MacAddress': '', 'ParticipantID': '9999', 'CancelTime': '', 'VolumeTraded': 0}",报单回调,2017-02-22 21:52:17
