,AbandonFrozen,BrokerID,CashIn,CloseAmount,CloseProfit,CloseProfitByDate,CloseProfitByTrade,CloseVolume,CombLongFrozen,CombPosition,CombShortFrozen,Commission,ExchangeMargin,FrozenCash,FrozenCommission,FrozenMargin,HedgeFlag,InstrumentID,InvestorID,LongFrozen,LongFrozenAmount,MarginRateByMoney,MarginRateByVolume,OpenAmount,OpenCost,OpenVolume,PosiDirection,Position,PositionCost,PositionDate,PositionProfit,PreMargin,PreSettlementPrice,SettlementID,SettlementPrice,ShortFrozen,ShortFrozenAmount,StrikeFrozen,StrikeFrozenAmount,TodayPosition,TradingDay,UseMargin,YdPosition
0,0.0,9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0525499999999999,1403.4,0.0,0.0,0.0,1,rb1701,063802,0.0,0.0,0.06,0.0,23390.0,23390.0,1.0,2,1.0,23390.0,1,20.0,0.0,2309.0,1.0,2341.0,0.0,0.0,0.0,0.0,1.0,20161012,1403.4,0.0
1,0.0,9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10926.0,0.0,0.0,0.0,1,zn1701,063802,0.0,0.0,0.0,0.0,0.0,183500.0,0.0,2,2.0,182100.0,2,-3700.0,0.0,18210.0,1.0,17840.0,0.0,0.0,0.0,0.0,0.0,20161012,10926.0,2.0
2,0.0,9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26322.600000000006,0.0,0.0,0.0,1,rb1701,063802,0.0,0.0,0.0,0.0,0.0,427420.0,0.0,2,19.0,438710.0,2,6080.0,0.0,2309.0,1.0,2341.0,0.0,0.0,0.0,0.0,0.0,20161012,26322.600000000006,19.0
3,0.0,9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15200.0,0.0,0.0,0.0,1,cu1612,063802,0.0,0.0,0.0,0.0,0.0,190300.0,0.0,2,1.0,190000.0,2,-250.0,0.0,38000.0,1.0,37950.0,0.0,0.0,0.0,0.0,0.0,20161012,15200.0,1.0
4,0.0,9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0525499999999999,1403.4,0.0,0.0,0.0,1,rb1701,063802,0.0,0.0,0.06,0.0,23390.0,23390.0,1.0,2,1.0,23390.0,1,30.0,0.0,2309.0,1.0,2342.0,0.0,0.0,0.0,0.0,1.0,20161012,1403.4,0.0
5,0.0,9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10926.0,0.0,0.0,0.0,1,zn1701,063802,0.0,0.0,0.0,0.0,0.0,183500.0,0.0,2,2.0,182100.0,2,-3750.0,0.0,18210.0,1.0,17835.0,0.0,0.0,0.0,0.0,0.0,20161012,10926.0,2.0
6,0.0,9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26322.600000000006,0.0,0.0,0.0,1,rb1701,063802,0.0,0.0,0.0,0.0,0.0,427420.0,0.0,2,19.0,438710.0,2,6270.0,0.0,2309.0,1.0,2342.0,0.0,0.0,0.0,0.0,0.0,20161012,26322.600000000006,19.0
7,0.0,9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15200.0,0.0,0.0,0.0,1,cu1612,063802,0.0,0.0,0.0,0.0,0.0,190300.0,0.0,2,1.0,190000.0,2,-300.0,0.0,38000.0,1.0,37940.0,0.0,0.0,0.0,0.0,0.0,20161012,15200.0,1.0
