,InstrumentID,time,last,volume,amount,position,ask1,bid1,asize1,bsize1
0,cu1610,2016-10-12 14:15:19.500,37940.0,15850.0,3005844500.0,20520.0,37940.0,37930.0,70.0,20.0
1,cu1610,2016-10-12 14:15:29.500,37940.0,15850.0,3005844500.0,20520.0,37940.0,37930.0,70.0,40.0
2,cu1610,2016-10-12 14:15:38.000,37940.0,15850.0,3005844500.0,20520.0,37940.0,37930.0,70.0,140.0
3,cu1610,2016-10-12 14:15:54.500,37940.0,15850.0,3005844500.0,20520.0,37940.0,37930.0,65.0,140.0
4,cu1610,2016-10-12 14:15:57.000,37940.0,15850.0,3005844500.0,20520.0,37940.0,37930.0,65.0,120.0
